WP_032398796.1	WP_032398796.1
WP_096309185.1	WP_012908149.1
WP_096309185.1	NP_312514.1
WP_096309185.1	WP_021564726.1
WP_096309185.1	WP_089648064.1
WP_096309185.1	WP_004019056.1
WP_096309185.1	WP_021521111.1
WP_096309185.1	WP_181506420.1
WP_096309185.1	WP_187798615.1
WP_096309185.1	WP_135557940.1
WP_096309185.1	WP_206053543.1
WP_096309185.1	WP_000003380.1
WP_096309185.1	WP_053900699.1
WP_096309185.1	WP_093987353.1
WP_096309185.1	WP_130206686.1
WP_096309185.1	WP_000003372.1
WP_096309185.1	WP_135488558.1
WP_096309185.1	WP_128647795.1
WP_096309185.1	WP_170731815.1
WP_096309185.1	WP_220412200.1
WP_096309185.1	WP_181682513.1
WP_096309185.1	WP_096759097.1
WP_096309185.1	WP_000003375.1
WP_096309185.1	WP_042323288.1
WP_096309185.1	WP_073464185.1
WP_096309185.1	WP_003024155.1
WP_096309185.1	WP_001679824.1
WP_096309185.1	WP_095591297.1
WP_096309185.1	WP_182157429.1
WP_096309185.1	WP_063078699.1
WP_096309185.1	WP_045400294.1
WP_096309185.1	WP_113656863.1
WP_096309185.1	WP_219984856.1
WP_096309185.1	WP_061706745.1
WP_096309185.1	WP_216358179.1
WP_096309185.1	WP_064324317.1
WP_096309185.1	WP_047737353.1
WP_096309185.1	WP_057060327.1
WP_096309185.1	WP_047361334.1
WP_096309185.1	WP_094918685.1
WP_096309185.1	WP_181621725.1
WP_096309185.1	WP_008502716.1
WP_096309185.1	WP_106995460.1
WP_096309185.1	WP_112011914.1
WP_096309185.1	WP_126288168.1
WP_096309185.1	WP_047347582.1
WP_096309185.1	WP_165730721.1
WP_096309185.1	WP_248250884.1
WP_096309185.1	WP_059180466.1
WP_096309185.1	WP_222663152.1
WP_096309185.1	WP_204624669.1
WP_096309185.1	WP_095280190.1
WP_096309185.1	WP_200923306.1
WP_096309185.1	WP_011915392.1
WP_096309185.1	WP_042393300.1
WP_096309185.1	WP_119936343.1
WP_096309185.1	WP_181541990.1
WP_096309185.1	WP_236303690.1
WP_096309185.1	WP_032668856.1
WP_096309185.1	WP_014168079.1
WP_096309185.1	WP_151887202.1
WP_096309185.1	WP_003860835.1
WP_096309185.1	WP_196367233.1
WP_096309185.1	WP_090462997.1
WP_096309185.1	WP_227442215.1
WP_096309185.1	WP_032615746.1
WP_096309185.1	WP_196372976.1
WP_096309185.1	WP_039030146.1
WP_096309185.1	WP_006177747.1
WP_096309185.1	WP_099725515.1
WP_096309185.1	WP_152082693.1
WP_096309185.1	WP_100778178.1
WP_096309185.1	WP_226483390.1
WP_096309185.1	WP_215230470.1
WP_096309185.1	WP_014068374.1
WP_096309185.1	WP_166181160.1
WP_096309185.1	WP_220316690.1
WP_096309185.1	WP_211993434.1
WP_096309185.1	WP_111976130.1
WP_096309185.1	WP_180390026.1
WP_096309185.1	WP_053878670.1
WP_096309185.1	WP_102023211.1
WP_096309185.1	WP_124967003.1
WP_096309185.1	WP_072571059.1
WP_096309185.1	WP_042718670.1
WP_096309185.1	WP_125291375.1
WP_096309185.1	WP_096849997.1
WP_096309185.1	WP_114052168.1
WP_096309185.1	WP_074776258.1
WP_096309185.1	WP_041686358.1
WP_096309185.1	WP_044182812.1
WP_096309185.1	WP_105270420.1
WP_096309185.1	WP_085457051.1
WP_096309185.1	WP_097486381.1
WP_096309185.1	WP_106485898.1
WP_096309185.1	WP_137510790.1
WP_096309185.1	WP_000003373.1
WP_096309185.1	WP_073521156.1
WP_096309185.1	WP_247189376.1
WP_096309185.1	WP_096165503.1
WP_096309185.1	WP_000003384.1
WP_096309185.1	WP_125093754.1
WP_096309185.1	WP_052942864.1
WP_096309185.1	WP_237849403.1
WP_096309185.1	WP_137986890.1
WP_096309185.1	WP_110877137.1
WP_096309185.1	WP_225389673.1
WP_096309185.1	WP_024553614.1
WP_096309185.1	WP_128450530.1
WP_096309185.1	WP_185159555.1
WP_096309185.1	WP_206312652.1
WP_096309185.1	WP_240728681.1
WP_096309185.1	WP_154682488.1
WP_096309185.1	WP_088209008.1
WP_096309185.1	WP_223719682.1
WP_096309185.1	WP_112046452.1
WP_096309185.1	WP_220267106.1
WP_096309185.1	WP_002436726.1
WP_096309185.1	WP_001659184.1
WP_096309185.1	WP_003879547.1
WP_096309185.1	WP_001630564.1
WP_096309185.1	WP_138095155.1
WP_096309185.1	WP_103778713.1
WP_096309185.1	WP_052979982.1
WP_096309185.1	WP_137560085.1
WP_096309185.1	WP_169723641.1
WP_096309185.1	WP_217046338.1
WP_096309185.1	WP_231200420.1
WP_096309185.1	WP_000003379.1
WP_096309185.1	WP_226573564.1
WP_096309185.1	WP_036115781.1
WP_096309185.1	WP_137574765.1
WP_096309185.1	WP_113864503.1
WP_096309185.1	WP_096858351.1
WP_096309185.1	WP_152915332.1
WP_096309185.1	WP_038432697.1
WP_096309185.1	WP_085457862.1
WP_096309185.1	WP_089635348.1
WP_096309185.1	WP_000003371.1
WP_096309185.1	WP_074512977.1
WP_096309185.1	WP_139511089.1
WP_096309185.1	WP_061584013.1
WP_096309185.1	WP_114500702.1
WP_096309185.1	WP_023143119.1
WP_096309185.1	WP_097752041.1
WP_096309185.1	WP_137764742.1
WP_096309185.1	WP_101817496.1
WP_096309185.1	WP_024557892.1
WP_096309185.1	WP_008457481.1
WP_096309185.1	WP_221724892.1
WP_096309185.1	WP_002442625.1
WP_096309185.1	WP_199015007.1
WP_096309185.1	WP_044066967.1
WP_096309185.1	WP_136158079.1
WP_096309185.1	WP_194207558.1
WP_096309185.1	WP_103675931.1
WP_096309185.1	WP_032270287.1
WP_096309185.1	WP_097417504.1
WP_096309185.1	WP_203010936.1
WP_096309185.1	WP_108415366.1
WP_096309185.1	WP_213165080.1
WP_096309185.1	WP_044705092.1
WP_096309185.1	WP_134234184.1
WP_096309185.1	WP_057515977.1
WP_096309185.1	WP_000003376.1
WP_096309185.1	WP_097366677.1
WP_096309185.1	WP_000003378.1
WP_096309185.1	WP_000003383.1
WP_096309185.1	WP_032204602.1
WP_096309185.1	WP_137591901.1
WP_096309185.1	WP_215736315.1
WP_096309185.1	WP_151115230.1
WP_096309185.1	WP_002954671.1
WP_096309185.1	NP_462601.1
WP_096309185.1	WP_127173328.1
WP_096309185.1	WP_210761169.1
WP_096309185.1	WP_085379580.1
WP_096309185.1	WP_079959285.1
WP_096309185.1	WP_109254119.1
WP_096309185.1	WP_080235065.1
WP_096309185.1	WP_097362941.1
WP_096309185.1	WP_227798696.1
WP_096309185.1	WP_000003381.1
WP_096309185.1	WP_240184661.1
WP_096309185.1	WP_155107187.1
WP_096309185.1	WP_137443662.1
WP_096309185.1	WP_053880208.1
WP_096309185.1	WP_079802605.1
WP_096309185.1	WP_149421319.1
WP_096309185.1	WP_176400583.1
WP_096309185.1	WP_007369518.1
WP_096309185.1	WP_017458193.1
WP_096309185.1	WP_209303888.1
WP_096309185.1	WP_236935641.1
WP_096309185.1	WP_171871572.1
WP_096309185.1	WP_103857181.1
WP_096309185.1	WP_215411863.1
WP_096309185.1	WP_076027054.1
WP_096309185.1	WP_032085140.1
WP_022723966.1	WP_022723966.1
WP_022723966.1	WP_054162149.1
WP_022723966.1	WP_238736394.1
WP_022723966.1	WP_119856193.1
WP_022723966.1	WP_138832133.1
WP_022723966.1	WP_074821139.1
WP_022723966.1	WP_092513141.1
WP_022723966.1	WP_212264150.1
WP_022723966.1	WP_192740657.1
WP_022723966.1	WP_212207592.1
WP_022723966.1	WP_225676116.1
NP_820502.1	NP_820502.1
NP_820502.1	WP_012569788.1
NP_820502.1	WP_042527019.1
WP_203455104.1	WP_203455104.1
WP_203455104.1	WP_058525201.1
WP_203455104.1	WP_058531078.1
WP_041064797.1	WP_041064797.1
WP_244785094.1	WP_244785094.1
WP_244785094.1	WP_132953477.1
WP_222145019.1	WP_222145019.1
WP_222145019.1	WP_039617034.1
WP_222145019.1	WP_038685862.1
WP_222145019.1	WP_096764530.1
WP_222145019.1	WP_012482087.1
WP_222145019.1	WP_064686279.1
WP_222145019.1	WP_037115887.1
WP_222145019.1	WP_192728699.1
WP_222145019.1	WP_183749711.1
WP_222145019.1	WP_132656166.1
WP_222145019.1	WP_220337498.1
WP_222145019.1	WP_007813799.1
WP_222145019.1	WP_184401591.1
WP_222145019.1	WP_216756398.1
WP_222145019.1	WP_112544967.1
WP_222145019.1	WP_007798120.1
WP_222145019.1	WP_056811090.1
WP_222145019.1	WP_016556856.1
WP_222145019.1	WP_037064586.1
WP_222145019.1	WP_018901123.1
WP_222145019.1	WP_056541729.1
WP_222145019.1	WP_160007530.1
WP_222145019.1	WP_065690605.1
WP_222145019.1	WP_028747221.1
WP_222145019.1	WP_007528707.1
WP_222145019.1	WP_113359836.1
WP_222145019.1	WP_132957458.1
WP_222145019.1	WP_037091126.1
WP_222145019.1	WP_017995590.1
WP_222145019.1	WP_012759545.1
WP_222145019.1	WP_007632102.1
WP_222145019.1	WP_131705262.1
WP_222145019.1	WP_088936980.1
WP_222145019.1	WP_164020552.1
WP_222145019.1	WP_130669949.1
WP_222145019.1	WP_125849699.1
WP_222145019.1	WP_130689805.1
WP_222145019.1	WP_008528719.1
WP_222145019.1	WP_222249277.1
WP_222145019.1	WP_047616084.1
WP_222145019.1	WP_221960571.1
WP_222145019.1	WP_054185477.1
WP_222145019.1	WP_003589527.1
WP_222145019.1	WP_003544086.1
WP_222145019.1	WP_064247580.1
WP_222145019.1	WP_226532079.1
WP_222145019.1	WP_049732659.1
WP_222145019.1	WP_085735361.1
WP_222145019.1	WP_097617769.1
WP_222145019.1	WP_011423412.1
WP_222145019.1	WP_003583238.1
WP_222145019.1	WP_164050411.1
WP_222145019.1	WP_184454436.1
WP_222145019.1	WP_131618806.1
WP_222145019.1	WP_221140496.1
WP_222145019.1	WP_126921525.1
WP_222145019.1	WP_221948501.1
WP_222145019.1	WP_003571418.1
WP_222145019.1	WP_132562008.1
WP_222145019.1	WP_168831869.1
WP_222145019.1	WP_027512271.1
WP_222145019.1	WP_112718039.1
WP_222145019.1	WP_086997436.1
WP_222145019.1	WP_022718412.1
WP_222145019.1	WP_074066113.1
WP_222145019.1	WP_074059639.1
WP_028864700.1	WP_028864700.1
WP_028864700.1	WP_019615459.1
WP_144357994.1	WP_144357994.1
WP_043769287.1	WP_043769287.1
WP_012520568.1	WP_012520568.1
WP_108734934.1	WP_108734934.1
WP_108734934.1	WP_226649179.1
WP_108734934.1	WP_020414078.1
WP_108734934.1	WP_143730106.1
WP_108734934.1	WP_152455675.1
WP_069318898.1	WP_069318898.1
WP_161389553.1	WP_161389553.1
WP_149277977.1	WP_149277977.1
WP_149277977.1	WP_141374206.1
WP_149277977.1	WP_025860428.1
WP_149277977.1	WP_207851979.1
WP_149277977.1	WP_207844359.1
WP_165013484.1	WP_165013484.1
WP_093032962.1	WP_093032962.1
WP_188644985.1	WP_188644985.1
WP_204637409.1	WP_204637409.1
WP_204637409.1	WP_187055221.1
WP_204637409.1	WP_243048245.1
WP_204637409.1	WP_114824905.1
WP_204637409.1	WP_243040143.1
WP_204637409.1	WP_109127082.1
WP_204637409.1	WP_114241426.1
WP_204637409.1	WP_046971179.1
WP_204637409.1	WP_019463605.1
WP_204637409.1	WP_102301842.1
WP_062507511.1	WP_062507511.1
WP_062507511.1	WP_011253404.1
WP_062507511.1	WP_041112129.1
WP_062507511.1	WP_141349998.1
WP_062507511.1	WP_153430205.1
WP_062507511.1	WP_062033330.1
WP_062507511.1	WP_062495672.1
WP_062507511.1	WP_146858480.1
WP_062507511.1	WP_215747808.1
WP_062507511.1	WP_211562281.1
WP_062507511.1	WP_211590696.1
WP_066827786.1	WP_066827786.1
WP_066827786.1	WP_066805473.1
WP_066827786.1	WP_066590110.1
WP_037523320.1	WP_037523320.1
WP_046137319.1	WP_046137319.1
WP_046137319.1	WP_052153306.1
WP_209619034.1	WP_209619034.1
WP_209619034.1	WP_231322001.1
WP_209619034.1	WP_231349954.1
WP_209619034.1	WP_091337951.1
WP_068148298.1	WP_068148298.1
WP_138935814.1	WP_138935814.1
WP_138935814.1	WP_076530271.1
WP_109720210.1	WP_109720210.1
WP_112320853.1	WP_112320853.1
WP_126718387.1	WP_126718387.1
WP_228165542.1	WP_228165542.1
WP_228165542.1	WP_024018035.1
WP_228165542.1	WP_021227074.1
WP_228165542.1	WP_009822540.1
WP_228165542.1	WP_228220661.1
WP_166401698.1	WP_166401698.1
WP_166401698.1	WP_149077867.1
WP_166401698.1	WP_149587216.1
WP_166401698.1	WP_128516349.1
WP_166401698.1	WP_137109401.1
WP_225028345.1	WP_225028345.1
WP_095594277.1	WP_095594277.1
WP_125325480.1	WP_125325480.1
WP_235924589.1	WP_235924589.1
WP_235924589.1	WP_073133331.1
WP_235924589.1	WP_209380610.1
WP_049723233.1	WP_049723233.1
WP_081678016.1	WP_081678016.1
WP_081678016.1	WP_185182707.1
WP_196839102.1	WP_196839102.1
WP_129969313.1	WP_129969313.1
WP_103257443.1	WP_103257443.1
WP_151025118.1	WP_151025118.1
WP_151025118.1	WP_043680073.1
WP_151025118.1	WP_221291626.1
WP_090590953.1	WP_090590953.1
WP_147089218.1	WP_147089218.1
WP_110527002.1	WP_110527002.1
WP_052699148.1	WP_052699148.1
WP_191225922.1	WP_191225922.1
WP_064460718.1	WP_064460718.1
WP_003545051.1	WP_003545051.1
WP_033926549.1	WP_033926549.1
WP_033926549.1	WP_060978534.1
WP_033926549.1	WP_066284001.1
WP_033926549.1	WP_069050719.1
WP_033926549.1	WP_054134016.1
WP_033926549.1	WP_188512494.1
WP_033926549.1	WP_110300421.1
WP_033926549.1	WP_017670059.1
WP_037314190.1	WP_037314190.1
WP_049725571.1	WP_049725571.1
WP_019413658.1	WP_019413658.1
WP_231017353.1	WP_231017353.1
WP_048686551.1	WP_048686551.1
WP_048686551.1	WP_126327898.1
WP_048686551.1	WP_242074616.1
WP_226413320.1	WP_226413320.1
WP_018478139.1	WP_018478139.1
WP_159463784.1	WP_159463784.1
WP_218061487.1	WP_218061487.1
WP_236450772.1	WP_236450772.1
WP_193018428.1	WP_193018428.1
WP_224462464.1	WP_224462464.1
WP_111945232.1	WP_111945232.1
WP_017482461.1	WP_017482461.1
WP_143579461.1	WP_143579461.1
WP_143579461.1	WP_136734717.1
WP_143579461.1	WP_138319449.1
WP_077666421.1	WP_077666421.1
WP_077666421.1	WP_102505435.1
WP_077666421.1	WP_046074715.1
WP_077666421.1	WP_069361901.1
WP_077666421.1	WP_077459041.1
WP_077666421.1	WP_077659163.1
WP_077666421.1	WP_025744224.1
WP_077666421.1	WP_074213744.1
WP_077666421.1	WP_077646517.1
WP_077666421.1	WP_069590868.1
WP_077666421.1	WP_025673357.1
WP_077666421.1	WP_077461519.1
WP_183394891.1	WP_183394891.1
WP_007040881.1	WP_007040881.1
WP_222558818.1	WP_222558818.1
WP_011848269.1	WP_011848269.1
WP_011848269.1	WP_220050811.1
WP_011848269.1	WP_006083777.1
WP_011848269.1	WP_240132225.1
WP_011848269.1	WP_220773782.1
WP_011848269.1	WP_011070466.1
WP_011848269.1	WP_220056933.1
WP_011848269.1	WP_007644008.1
WP_011848269.1	WP_011620882.1
WP_011848269.1	WP_198781664.1
WP_011848269.1	WP_011791259.1
WP_011848269.1	WP_076497476.1
WP_011848269.1	WP_182677150.1
WP_011848269.1	WP_011498107.1
WP_011848269.1	WP_144211799.1
WP_011848269.1	WP_055024080.1
WP_011848269.1	WP_102520584.1
WP_011848269.1	WP_153916651.1
WP_011848269.1	WP_220755282.1
WP_011848269.1	WP_102528888.1
WP_011848269.1	WP_076541489.1
WP_011848269.1	WP_102435374.1
WP_210244013.1	WP_210244013.1
WP_143893596.1	WP_143893596.1
WP_158905206.1	WP_158905206.1
WP_174194419.1	WP_174194419.1
WP_174194419.1	WP_219768817.1
WP_174194419.1	WP_019514920.1
WP_174194419.1	WP_093002420.1
WP_168050004.1	WP_168050004.1
WP_168050004.1	WP_216876196.1
WP_168050004.1	WP_168034573.1
WP_084412112.1	WP_084412112.1
WP_067202834.1	WP_067202834.1
WP_067202834.1	WP_240616943.1
WP_067202834.1	WP_100093260.1
WP_067202834.1	WP_089133803.1
WP_067202834.1	WP_236554196.1
WP_067202834.1	WP_176280508.1
WP_093968362.1	WP_093968362.1
WP_152435580.1	WP_152435580.1
WP_104904424.1	WP_104904424.1
WP_104904424.1	WP_169883859.1
WP_104904424.1	WP_046487662.1
WP_104904424.1	WP_191488283.1
WP_104904424.1	WP_017847352.1
WP_104904424.1	WP_232590851.1
WP_104904424.1	WP_155677762.1
WP_056187442.1	WP_056187442.1
WP_056187442.1	WP_056218455.1
WP_056187442.1	WP_056472304.1
WP_056187442.1	WP_055946493.1
WP_056187442.1	WP_243912879.1
WP_056187442.1	WP_238278925.1
WP_056187442.1	WP_244010906.1
WP_056187442.1	WP_163639171.1
WP_235708578.1	WP_235708578.1
WP_062850668.1	WP_062850668.1
WP_062850668.1	WP_011255846.1
WP_062850668.1	WP_065432871.1
WP_062850668.1	WP_011155421.1
WP_223030311.1	WP_223030311.1
WP_086437603.1	WP_086437603.1
WP_191111528.1	WP_191111528.1
WP_245409928.1	WP_245409928.1
WP_062534029.1	WP_062534029.1
WP_137700944.1	WP_137700944.1
WP_110813549.1	WP_110813549.1
WP_148379764.1	WP_148379764.1
WP_197919694.1	WP_197919694.1
WP_193985287.1	WP_193985287.1
WP_193985287.1	WP_043957548.1
WP_193985287.1	WP_194034691.1
WP_193985287.1	WP_194340859.1
WP_193985287.1	WP_222566033.1
WP_042490310.1	WP_042490310.1
WP_042490310.1	WP_219019360.1
WP_042490310.1	WP_183951013.1
WP_042490310.1	WP_007404501.1
WP_042490310.1	WP_230483590.1
WP_042490310.1	WP_058718105.1
WP_042490310.1	WP_058753239.1
WP_223010063.1	WP_223010063.1
WP_223010063.1	WP_219747305.1
WP_223010063.1	WP_183920897.1
WP_223010063.1	WP_183946312.1
WP_223010063.1	WP_132909369.1
WP_223010063.1	WP_219756198.1
WP_132599011.1	WP_132599011.1
WP_242919005.1	WP_242919005.1
WP_103762981.1	WP_103762981.1
WP_103762981.1	WP_152476496.1
WP_103762981.1	WP_057795350.1
WP_038064211.1	WP_038064211.1
WP_212535433.1	WP_212535433.1
WP_078710108.1	WP_078710108.1
WP_014499784.1	WP_014499784.1
WP_157993302.1	WP_157993302.1
WP_023364762.1	WP_023364762.1
WP_158880606.1	WP_158880606.1
WP_157990147.1	WP_157990147.1
WP_066594326.1	WP_066594326.1
WP_223674397.1	WP_223674397.1
WP_120640983.1	WP_120640983.1
WP_120640983.1	WP_187780246.1
WP_135816784.1	WP_135816784.1
WP_135816784.1	WP_135314140.1
WP_135816784.1	WP_136885318.1
WP_006389941.1	WP_006389941.1
WP_006389941.1	WP_241117784.1
WP_006389941.1	WP_050445783.1
WP_006389941.1	WP_175122079.1
WP_006389941.1	WP_183011837.1
WP_006389941.1	WP_054517682.1
WP_006389941.1	WP_024070645.1
WP_006389941.1	WP_219991339.1
WP_006389941.1	WP_148317387.1
WP_006389941.1	WP_026382145.1
WP_006389941.1	WP_241049857.1
WP_006389941.1	WP_054420616.1
WP_006389941.1	WP_006216245.1
WP_006389941.1	WP_076518572.1
WP_006389941.1	WP_062838973.1
WP_006389941.1	WP_056559965.1
WP_006389941.1	WP_056319734.1
WP_006389941.1	WP_142052472.1
WP_006389941.1	WP_175206998.1
WP_006389941.1	WP_063641392.1
WP_006389941.1	WP_176087611.1
WP_006389941.1	WP_105555953.1
WP_006389941.1	WP_175143356.1
WP_006389941.1	WP_173145062.1
WP_006389941.1	WP_006224675.1
WP_006389941.1	WP_100853980.1
WP_006389941.1	WP_175171752.1
WP_006389941.1	WP_013396659.1
WP_006389941.1	WP_175177167.1
WP_006389941.1	WP_006391756.1
WP_006389941.1	WP_175132821.1
WP_006389941.1	WP_059378188.1
WP_006389941.1	WP_054457722.1
WP_006389941.1	WP_088143287.1
WP_006389941.1	WP_088158421.1
WP_006389941.1	WP_008166936.1
WP_006389941.1	WP_175182285.1
WP_006389941.1	WP_169271584.1
WP_006389941.1	WP_103271428.1
WP_006389941.1	WP_212319361.1
WP_006389941.1	WP_025138385.1
WP_006389941.1	WP_057285648.1
WP_006389941.1	WP_129240199.1
WP_006389941.1	WP_062685173.1
WP_006389941.1	WP_043546854.1
WP_006389941.1	WP_129525494.1
WP_006389941.1	WP_102775301.1
WP_006389941.1	WP_238913674.1
WP_006389941.1	WP_183002396.1
WP_006389941.1	WP_238892011.1
WP_006389941.1	WP_049076759.1
WP_006389941.1	WP_199166598.1
WP_006389941.1	WP_171667515.1
WP_069959271.1	WP_069959271.1
WP_142941184.1	WP_142941184.1
WP_108622399.1	WP_108622399.1
WP_200329600.1	WP_200329600.1
WP_027069874.1	WP_027069874.1
WP_135796567.1	WP_135796567.1
WP_167094736.1	WP_167094736.1
WP_121876934.1	WP_121876934.1
WP_090412797.1	WP_090412797.1
WP_160778024.1	WP_160778024.1
WP_092884402.1	WP_092884402.1
WP_216031736.1	WP_216031736.1
WP_216031736.1	WP_209054829.1
WP_216031736.1	WP_187792794.1
WP_217328310.1	WP_217328310.1
WP_089344780.1	WP_089344780.1
WP_066793379.1	WP_066793379.1
WP_127116115.1	WP_127116115.1
WP_127116115.1	WP_073253476.1
WP_222876046.1	WP_222876046.1
WP_128395588.1	WP_128395588.1
WP_128395588.1	WP_024005167.1
WP_128395588.1	WP_025371441.1
WP_128395588.1	WP_193088308.1
WP_128395588.1	WP_100695065.1
WP_048598565.1	WP_048598565.1
WP_081816458.1	WP_081816458.1
WP_081816458.1	WP_022727906.1
WP_024352224.1	WP_024352224.1
WP_024352224.1	WP_009211373.1
WP_024352224.1	WP_228241346.1
WP_111265090.1	WP_111265090.1
WP_111265090.1	WP_237055813.1
WP_247158150.1	WP_247158150.1
WP_088215929.1	WP_088215929.1
WP_088215929.1	WP_035712446.1
WP_088215929.1	WP_035743408.1
WP_091907233.1	WP_091907233.1
WP_149774109.1	WP_149774109.1
WP_053332539.1	WP_053332539.1
WP_053332539.1	WP_038538947.1
WP_215352044.1	WP_215352044.1
WP_246909803.1	WP_246909803.1
WP_246909803.1	WP_246976943.1
WP_151033589.1	WP_151033589.1
WP_151033589.1	WP_039918056.1
WP_151033589.1	WP_062060094.1
WP_151033589.1	WP_049631163.1
WP_151033589.1	WP_007638819.1
WP_151033589.1	WP_078044339.1
WP_151033589.1	WP_151055478.1
WP_090111930.1	WP_090111930.1
WP_190786323.1	WP_190786323.1
WP_190786323.1	WP_218316592.1
WP_104155035.1	WP_104155035.1
WP_075220611.1	WP_075220611.1
WP_083563287.1	WP_083563287.1
WP_184418899.1	WP_184418899.1
WP_158802001.1	WP_158802001.1
WP_052743710.1	WP_052743710.1
WP_061023664.1	WP_061023664.1
WP_121541446.1	WP_121541446.1
WP_166093533.1	WP_166093533.1
WP_008493359.1	WP_008493359.1
WP_008493359.1	WP_026439543.1
WP_008493359.1	WP_234731149.1
WP_072659205.1	WP_072659205.1
WP_232616887.1	WP_232616887.1
WP_232616887.1	WP_245707990.1
WP_209066580.1	WP_209066580.1
WP_209066580.1	WP_058238765.1
WP_209066580.1	WP_209058244.1
WP_209066580.1	WP_209097776.1
WP_044214799.1	WP_044214799.1
WP_119750865.1	WP_119750865.1
WP_128778712.1	WP_128778712.1
WP_128778712.1	WP_020179401.1
WP_045855875.1	WP_045855875.1
WP_075433599.1	WP_075433599.1
WP_156678916.1	WP_156678916.1
WP_156678916.1	WP_145153199.1
WP_168056026.1	WP_168056026.1
WP_168056026.1	WP_108442063.1
WP_168056026.1	WP_205322403.1
WP_179634012.1	WP_179634012.1
WP_218689593.1	WP_218689593.1
WP_218689593.1	WP_228730574.1
WP_218689593.1	WP_201623674.1
WP_218689593.1	WP_179798391.1
WP_108841462.1	WP_108841462.1
WP_108841462.1	WP_189516906.1
WP_108841462.1	WP_115855313.1
WP_108841462.1	WP_090132395.1
WP_108841462.1	WP_086900212.1
WP_108841462.1	WP_086621415.1
WP_210535856.1	WP_210535856.1
WP_160739853.1	WP_160739853.1
WP_218193795.1	WP_218193795.1
WP_176273991.1	WP_176273991.1
WP_047264185.1	WP_047264185.1
WP_046903431.1	WP_046903431.1
WP_073035080.1	WP_073035080.1
WP_073035080.1	WP_216338114.1
WP_073035080.1	WP_167192837.1
WP_085555546.1	WP_085555546.1
WP_085555546.1	WP_126996858.1
WP_019520483.1	WP_019520483.1
WP_019520483.1	WP_009502059.1
WP_109795576.1	WP_109795576.1
WP_221587106.1	WP_221587106.1
WP_100260333.1	WP_100260333.1
WP_100260333.1	WP_160596159.1
WP_100260333.1	WP_090477509.1
WP_100260333.1	WP_221562548.1
WP_162454830.1	WP_162454830.1
WP_125096214.1	WP_125096214.1
WP_096433096.1	WP_096433096.1
WP_135995564.1	WP_135995564.1
WP_102842869.1	WP_102842869.1
WP_102842869.1	WP_012589363.1
WP_130412127.1	WP_130412127.1
WP_041521777.1	WP_041521777.1
WP_133773872.1	WP_133773872.1
WP_067055053.1	WP_067055053.1
WP_046015590.1	WP_046015590.1
WP_046015590.1	WP_009834186.1
WP_150097592.1	WP_150097592.1
WP_150097592.1	WP_126402260.1
WP_160830485.1	WP_160830485.1
WP_189539501.1	WP_189539501.1
WP_130552827.1	WP_130552827.1
WP_130552827.1	WP_014159256.1
WP_130552827.1	WP_093140736.1
WP_130552827.1	WP_130520844.1
WP_092759484.1	WP_092759484.1
WP_123883010.1	WP_123883010.1
WP_121051392.1	WP_121051392.1
WP_121051392.1	WP_184065595.1
WP_091986577.1	WP_091986577.1
WP_091986577.1	WP_042148155.1
WP_091986577.1	WP_095365281.1
WP_091986577.1	WP_216039816.1
WP_091568259.1	WP_091568259.1
WP_091568259.1	WP_106684436.1
WP_091568259.1	WP_209422758.1
WP_091568259.1	WP_106845621.1
WP_091568259.1	WP_040436877.1
WP_027014775.1	WP_027014775.1
WP_027014775.1	WP_234638550.1
WP_215290438.1	WP_215290438.1
WP_215290438.1	WP_216250059.1
WP_215290438.1	WP_089514838.1
WP_205429619.1	WP_205429619.1
WP_201240237.1	WP_201240237.1
WP_201240237.1	WP_184409787.1
WP_201240237.1	WP_201154504.1
WP_114521540.1	WP_114521540.1
WP_126007372.1	WP_126007372.1
WP_198094151.1	WP_198094151.1
WP_198094151.1	WP_187335568.1
WP_084093024.1	WP_084093024.1
WP_116964128.1	WP_116964128.1
WP_228977356.1	WP_228977356.1
WP_228977356.1	WP_114155756.1
WP_228977356.1	WP_073429365.1
WP_228977356.1	WP_074762880.1
WP_228977356.1	WP_115099523.1
WP_228977356.1	WP_007577679.1
WP_228977356.1	WP_144157797.1
WP_228977356.1	WP_228875367.1
WP_228977356.1	WP_094778467.1
WP_228977356.1	WP_175110420.1
WP_228977356.1	WP_134190662.1
WP_228977356.1	WP_175151976.1
WP_228977356.1	WP_090527592.1
WP_228977356.1	WP_054917485.1
WP_228977356.1	WP_165184364.1
WP_228977356.1	WP_209930099.1
WP_228977356.1	WP_006048077.1
WP_228977356.1	WP_074263255.1
WP_228977356.1	WP_144111069.1
WP_228977356.1	WP_042328727.1
WP_228977356.1	WP_102632064.1
WP_228977356.1	WP_027804472.1
WP_228977356.1	WP_144144148.1
WP_228977356.1	WP_054035743.1
WP_228977356.1	WP_027801189.1
WP_228977356.1	WP_074300905.1
WP_228977356.1	WP_090863249.1
WP_228977356.1	WP_128594191.1
WP_228977356.1	WP_028199036.1
WP_228977356.1	WP_007179465.1
WP_228977356.1	WP_027777764.1
WP_228977356.1	WP_133661681.1
WP_228977356.1	WP_075155669.1
WP_228977356.1	WP_063494644.1
WP_228977356.1	WP_106282308.1
WP_228977356.1	WP_205803401.1
WP_228977356.1	WP_172171530.1
WP_228977356.1	WP_087734183.1
WP_228977356.1	WP_095417589.1
